0.08632;0;1
0.08632;1;0
0.27332;0;1
0.46032;1;2
0.64732;2;3
0.83432;3;4
1.02132;4;5
1.20832;5;6
1.39532;6;7
1.58232;7;8
1.76932;8;9
1.95632;9;10
2.14332;10;11
2.19432;11;10
2.33032;10;11
2.51732;11;12
2.70432;12;13
2.89132;13;14
3.07832;14;15
3.26532;15;16
3.45232;16;17
3.63932;17;18
3.82632;18;19
4.01332;19;20
4.20032;20;21
4.30232;21;20
4.38732;20;21
4.57432;21;22
4.76132;22;23
4.94832;23;24
5.13532;24;25
5.32232;25;26
5.50932;26;27
5.69632;27;28
5.88332;28;29
6.07032;29;30
6.25732;30;31
6.41032;31;30
6.44432;30;31
6.63132;31;32
6.81832;32;33
7.00532;33;34
7.19232;34;35
7.37932;35;36
7.56632;36;37
7.75332;37;38
7.94032;38;39
8.12732;39;40
8.31432;40;41
8.50132;41;42
8.51832;42;41
8.68832;41;42
8.87532;42;43
9.06232;43;44
9.24932;44;45
9.43632;45;46
9.62332;46;47
9.81032;47;48
9.99732;48;49
10.1843;49;50
10.3713;50;51
10.5583;51;52
10.6263;52;51
10.7453;51;52
10.9323;52;53
11.1193;53;54
11.3063;54;55
11.4933;55;56
11.6803;56;57
11.8673;57;58
12.0543;58;59
12.2413;59;60
12.4283;60;61
12.6153;61;62
12.7343;62;61
12.8023;61;62
12.9893;62;63
13.1763;63;64
13.3633;64;65
13.5503;65;66
13.7373;66;67
13.9243;67;68
14.1113;68;69
14.2983;69;70
14.4853;70;71
14.6723;71;72
14.8423;72;71
14.8593;71;72
15.0463;72;73
15.2333;73;74
15.4203;74;75
15.6073;75;76
15.7943;76;77
15.9813;77;78
16.1683;78;79
16.3553;79;80
16.5423;80;81
16.7293;81;82
16.9163;82;83
16.9503;83;82
17.1033;82;83
17.2903;83;84
17.4773;84;85
17.6643;85;86
17.8513;86;87
18.0383;87;88
18.2253;88;89
18.4123;89;90
18.5993;90;91
18.7863;91;92
18.9733;92;93
19.0583;93;92
19.1603;92;93
19.3473;93;94
19.5343;94;95
19.7213;95;96
19.9083;96;97
20.0953;97;98
20.2823;98;99
20.4693;99;100
21.1663;100;99
21.1663;99;100
23.2743;100;99
23.2743;99;100
25.3823;100;99
25.3823;99;100
27.4903;100;99
27.4903;99;100
29.5983;100;99
29.5983;99;100
31.7063;100;99
31.7063;99;100
33.8143;100;99
33.8143;99;100
35.9223;100;99
35.9223;99;100
38.0303;100;99
38.0303;99;100
40.1383;100;99
40.1383;99;100
42.2463;100;99
42.2463;99;100
44.3543;100;99
44.3543;99;100
46.4623;100;99
46.4623;99;100
48.5703;100;99
48.5703;99;100
50.6783;100;99
50.6783;99;100
52.7863;100;99
52.7863;99;100
54.8943;100;99
54.8943;99;100
57.0023;100;99
57.0023;99;100
59.1103;100;99
59.1103;99;100
61.2183;100;99
61.2183;99;100
63.3263;100;99
63.3263;99;100
65.4343;100;99
65.4343;99;100
67.5423;100;99
67.5423;99;100
69.6503;100;99
69.6503;99;100
71.7583;100;99
71.7583;99;100
73.8663;100;99
73.8663;99;100
75.9743;100;99
75.9743;99;100
78.0823;100;99
78.0823;99;100
80.1903;100;99
80.1903;99;100
82.2983;100;99
82.2983;99;100
84.4063;100;99
84.4063;99;100
86.5143;100;99
86.5143;99;100
88.6223;100;99
88.6223;99;100
90.7303;100;99
90.7303;99;100
92.8383;100;99
92.8383;99;100
94.9463;100;99
94.9463;99;100
97.0543;100;99
97.0543;99;100
99.1623;100;99
