0.08632;0;1
0.08632;1;0
0.27332;0;1
0.46032;1;2
0.64732;2;3
0.83432;3;4
0.92952;4;3
1.02132;3;4
1.20832;4;5
1.39532;5;6
1.58232;6;7
1.76932;7;8
1.77272;8;7
1.95632;7;8
2.14332;8;9
2.33032;9;10
2.51732;10;11
2.61592;11;10
2.70432;10;11
2.89132;11;12
3.07832;12;13
3.26532;13;14
3.45232;14;15
3.45912;15;14
3.63932;14;15
3.82632;15;16
4.01332;16;17
4.20032;17;18
4.30232;18;17
4.38732;17;18
4.57432;18;19
4.76132;19;20
4.94832;20;21
5.13532;21;22
5.14552;22;21
5.32232;21;22
5.50932;22;23
5.69632;23;24
5.88332;24;25
5.98872;25;24
6.07032;24;25
6.25732;25;26
6.44432;26;27
6.63132;27;28
6.81832;28;29
6.83192;29;28
7.00532;28;29
7.19232;29;30
7.37932;30;31
7.56632;31;32
7.67512;32;31
7.75332;31;32
7.94032;32;33
8.12732;33;34
8.31432;34;35
8.50132;35;36
8.51832;36;35
8.68832;35;36
8.87532;36;37
9.06232;37;38
9.24932;38;39
9.36152;39;38
9.43632;38;39
9.62332;39;40
9.81032;40;41
9.99732;41;42
10.1843;42;43
10.2047;43;42
10.3713;42;43
10.5583;43;44
10.7453;44;45
10.9323;45;46
11.0479;46;45
11.1193;45;46
11.3063;46;47
11.4933;47;48
11.6803;48;49
11.8673;49;50
11.8911;50;49
12.0543;49;50
12.2413;50;51
12.4283;51;52
12.6153;52;53
12.7343;53;52
12.8023;52;53
12.9893;53;54
13.1763;54;55
13.3633;55;56
13.5503;56;57
13.5775;57;56
13.7373;56;57
13.9243;57;58
14.1113;58;59
14.2983;59;60
14.4207;60;59
14.4853;59;60
14.6723;60;61
14.8593;61;62
15.0463;62;63
15.2333;63;64
15.2639;64;63
15.4203;63;64
15.6073;64;65
15.7943;65;66
15.9813;66;67
16.1071;67;66
16.1683;66;67
16.3553;67;68
16.5423;68;69
16.7293;69;70
16.9163;70;71
16.9503;71;70
17.1033;70;71
17.2903;71;72
17.4773;72;73
17.6643;73;74
17.7935;74;73
17.8513;73;74
18.0383;74;75
18.2253;75;76
18.4123;76;77
18.5993;77;78
18.6367;78;77
18.7863;77;78
18.9733;78;79
19.1603;79;80
19.3473;80;81
19.4799;81;80
19.5343;80;81
19.7213;81;82
19.9083;82;83
20.0953;83;84
20.2823;84;85
20.3231;85;84
20.4693;84;85
20.6563;85;86
20.8433;86;87
21.0303;87;88
21.1663;88;87
21.2173;87;88
21.4043;88;89
21.5913;89;90
21.7783;90;91
21.9653;91;92
22.0095;92;91
22.1523;91;92
22.3393;92;93
22.5263;93;94
22.7133;94;95
22.8527;95;94
22.9003;94;95
